H/T,Category,CS
ഞാൻ ഹിന്ദു അല്ല എനിക്ക് ഖുര്ഹാന് ആണ് വിശ്വാസം ഖുര്ഹാനിൽ സ്വവർഗ രതി നാശത്തിന്റെ കവാടം ആണ്  Ee pole chinthakal oralkku vishamavum pediyum aakum.,Homophobic-Derogation,"Oru personinte swabhavangal orupadu kaaryam parayunnu, ath respect cheyyanam. ithine kurichu namukku serious aayi chinthikkam."
Pinne enikk ingane oru kunju janichaal avan angane aavathirikkan maximum sramikkum Islam enthennu avane padippikkum nan Ennittum avan anganeyayal avan marichu ennu nan karuthum Kazhiyumenkil konnu kalayukayum cheyyum avane ithu pole oru nikrishta janthuvaayi jeevikkan sammathikkilla  ഇത് സമൂഹത്തിൽ വലിയ അസ്ഥിരത സൃഷ്ടിക്കുന്നു.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്.
ഞാനൊരു ദിവസം കോഴിക്കോട് വന്നപ്പോൾ പെട്ട് പോയതാ കുണ്ടന്മാരുടെ ഇടയിൽ നാറികൾ  Ee kaaryangal manushyane pole parayunnathalla.,Homophobic-Derogation,"Oru personinte swabhavangal orupadu kaaryam parayunnu, ath respect cheyyanam. ithaanu oru responsible approach."
സത്യം സിനിമ തീയേറ്ററിയിൽ പോലും സ്വസ്ഥത തരില്ല മൂത്രം ഒഴിക്കാൻ നിക്കുമ്പോൾ അടുത്ത് നിന്ന് മറ്റുള്ളവരുടെ അണ്ടിയിലേക്കും നോക്കി വെള്ളമിറക്കും നായ്ക്കൾ  ഇവരുടെ പ്രവൃത്തികൾ മനുഷ്യത്വത്തെ തകർക്കുന്നു.,Homophobic-Derogation,"വ്യത്യസ്തതകൾ സമൂഹത്തിന്റെ സൗന്ദര്യമാണ്, അത് മാനിക്കപ്പെടണം. ithine kurichu namukku serious aayi chinthikkam."
പുരുഷൻ മാർ ഇങ്ങനെ പുരുഷൻ മാരെ തന്നെ കല്യാണം കഴിച്ചാൽ നമ്മുടെ കേരളത്തിലെ സ്ത്രീകളെ ആരു കല്യാണം കഴിക്കും അതുകൊണ്ട് സഹോദരിമാരെ നിങ്ങൾ ആരും ഈ തോന്നിവാസത്തിനു സപ്പോർട്ട് ചെയ്യരുതേ കാരണം ഇത് ഒരു തരം പ്രാന്ത് ആണ് സൈക്യാട്രിസ്റ്റിനെ കണ്ടു ചികിത്സയാണ് ഇതിനു വേണ്ടത്  Ithu okke kandal manassil thonniya oru negative vibe aanu.,Homophobic-Derogation,Namukku ella verum oru manushyan aanu ennathil ninnu kaananam. ithine kurichu namukku serious aayi chinthikkam.
സത്യം സിനിമ തീയേറ്ററിയിൽ പോലും സ്വസ്ഥത തരില്ല മൂത്രം ഒഴിക്കാൻ നിക്കുമ്പോൾ അടുത്ത് നിന്ന് മറ്റുള്ളവരുടെ അണ്ടിയിലേക്കും നോക്കി വെള്ളമിറക്കും നായ്ക്കൾ  ഇതിന്റെ പിന്നിൽ വലിയ പ്രശ്നങ്ങൾ അടങ്ങിയിരിക്കുന്നു.,Homophobic-Derogation,ഒരു വ്യക്തിയെയും അവന്റെ ഇഷ്ടങ്ങൾ കൊണ്ടു കളിയാക്കുന്നത് ശരിയല്ല. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്.
vivaham ennathu vikaarangalum vichaarangalum theerkan ullathaano atho manushya varghathinde nilanilpinuvendiyaano LGBT is an agenda for population control  Ith pole views vechu mathi aayittu samsarikkan pattilla.,Homophobic-Derogation,"Oru personinte swabhavangal orupadu kaaryam parayunnu, ath respect cheyyanam. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്."
ഇതും പൊക്കിപിടിച്ചു നടക്കുന്ന തെക്കൻ കുണ്ടന്മാരോട് ഓട് മലരേ കുണ്ടൻതോട് വഴി  ഇവരുടെ പ്രവൃത്തികൾ മനുഷ്യത്വത്തെ തകർക്കുന്നു.,Homophobic-Derogation,"വ്യത്യസ്തതകൾ സമൂഹത്തിന്റെ സൗന്ദര്യമാണ്, അത് മാനിക്കപ്പെടണം. അവരെ മാനിക്കുക എന്നത് നമ്മുടെ വലിയ ഘടകമാണ്."
Sorry ente manas cherruth aanithine ullkollaaan eniky sadhikilapandum ingane oke undayirinu but avar adjust cheyth jeevichernuipo angane ala gay marriage aakan Ingane alavarum thudangya manushar vamshanasham neritt ilathe avum Nallakye thalamurakal undavathe avum  Ee kaaryangal manushyane pole parayunnathalla.,Homophobic-Derogation,"Oru personinte swabhavangal orupadu kaaryam parayunnu, ath respect cheyyanam. ithine kurichu namukku serious aayi chinthikkam."
Mumbail poyal ivarude thani niram kaanam. Paisa chodhichal koduthillel adikkukayum theri parayukayum cheyyum athukondu thanneya veruppu  നമുക്ക് ഇങ്ങനെയുള്ള പ്രവൃത്തികൾ സഹിക്കാനാവില്ല.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. ithaanu oru responsible approach.
എന്തായാലും കോലം കെട്ടു അറപ്പ് തന്നെ ആണ് 90 ശതമാനം വെറും വെടക്കുകൾ മദ്യപിക്കുന്നവർ  Ee pole chinthakal oralkku vishamavum pediyum aakum.,Homophobic-Derogation,Namukku ella verum oru manushyan aanu ennathil ninnu kaananam. അവരെ മാനിക്കുക എന്നത് നമ്മുടെ വലിയ ഘടകമാണ്.
പ്രകൃതിയുടെ നിയമം മാത്രം നിലനില്‍ക്കുന്ന കാലത്താണ് സ്വവര്‍ഗ്ഗരതിയെന്ന മാരകപാപം സോദോമിലും ഗൊമോറായിലും വ്യാപകമായത് ദൈവദൂതന്മാരോടുപോലും ഈ മ്ലേച്ഛത പ്രവര്‍ത്തിക്കാന്‍ ഈ സമൂഹം തുനിഞ്ഞത് ഉല്‍പത്തിയുടെ പുസ്തകത്തിലെ പത്തൊന്‍പതാം അദ്ധ്യായത്തില്‍ വ്യക്തമായി കാണാൻ സാധിക്കും പ്രകൃതിവിരുദ്ധ പാപങ്ങളില്‍ മുഴുകിയ ജനതയ്ക്കുമേല്‍ ദൈവം‌ അയച്ച മഹാമാരിയും പിന്നീടുള്ള വചനങ്ങളില്‍ കാണുന്നു സോദോംഗൊമോറാ ദേശങ്ങളെ അഗ്നിയും ഗന്ധകവും ഇറക്കി വെണ്ണീറാക്കിയത്തിനുശേഷം നൂറ്റാണ്ടുകള്‍ കഴിഞ്ഞായിരുന്നു മോശയിലൂടെ അവിടുന്നു നിയമങ്ങള്‍ നല്‍കിയത് നിയമം ലിഖിതരൂപത്തില്‍ ലഭിക്കാതിരുന്ന നാളുകളില്‍ ദൈവത്തിന്റെ കോപം ഈ പാപത്തിനുമേല്‍ ജ്വലിച്ചുവെങ്കില്‍ എല്ലാ അറിവും ലഭിച്ചതിനുശേഷം ചെയ്തുകൂട്ടുന്ന മ്ലേച്ഛതകള്‍ക്കു ന്യായീകരണം ഇല്ലെന്നുമാത്രമല്ല ശിക്ഷ വൈകുകയുമില്ല ഭൂമിയുള്ളിടത്തോളംകാലം ഭൂവാസികള്‍ക്കെല്ലാം ദൃഷ്ടാന്തമാക്കി സോദോമിനെ നിലനിര്‍ത്തിയിരിക്കുന്നതും ഒരു താക്കീതായി കാണണം എന്നാൽ ദൈവം ഈ തലമുറക്ക് ഒരുക്കിയിട്ടുള്ള ശിക്ഷ സോദോമിനേക്കാൾ അതികഠിനമായിരിക്കും ഇത് ദൈവത്തിന്റെ പ്രവർത്തികൾ കണ്ണുകൾ കൊണ്ട് കാണേണ്ട സമയം  ഇവരുടെ പ്രവൃത്തികൾ മനുഷ്യത്വത്തെ തകർക്കുന്നു.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. ithaanu oru responsible approach.
ഒരു ലോഡ് പുച്ഛം. ദൈവത്തിന്റെ സ്വന്തം നാട് കുണ്ടന്മാരുടെ സ്വന്തം നാട് ആവു ന്ന കാലം അധികം വിദുരമല്ല  Ith pole views vechu mathi aayittu samsarikkan pattilla.,Homophobic-Derogation,Ellavarkkum thante life choose cheyyan full right undu. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്.
Make up illankil pennine aanu pennu aayit thonnuka aaninu pennu aaknel makeup aavshyamanu  ഇത് സമൂഹത്തിൽ വലിയ അസ്ഥിരത സൃഷ്ടിക്കുന്നു.,Homophobic-Derogation,അവരുമായി സഹവാസം നമുക്ക് നല്ലൊരു സമൂഹം സൃഷ്ടിക്കാനാണ് വഴി. നമ്മുടെ സമൂഹം സഹവാസത്തിലൂടെ മാത്രമേ മുന്നോട്ട് പോവൂ.
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു  Ee mathiri nadappukal society ne hurt cheyyunnu.,Homophobic-Derogation,"Pakshe, ithu pole chinthakal namukku oru samadhanam tharumenn thonnunnilla. നമ്മുടെ സമൂഹം സഹവാസത്തിലൂടെ മാത്രമേ മുന്നോട്ട് പോവൂ."
Sahanam thanneyaanu islam Ennal ithupole naanam ketta oru santhathi undaayal athine kollan madikkilla ennanu nan paranjathinte artham Allathe kollan vendeettalla Ente makan ingane aavathirikkan nan ente rabbinte margam avanu paranju kodukkum  നമുക്ക് ഇങ്ങനെയുള്ള പ്രവൃത്തികൾ സഹിക്കാനാവില്ല.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. നമ്മുടെ സമൂഹം സഹവാസത്തിലൂടെ മാത്രമേ മുന്നോട്ട് പോവൂ.
